timestamp,unix_ts,node_id,condition,temp,feels_like,humidity,pressure,wind_speed,visibility,battery_level,signal_strength,latency_ms,packet_loss_rate,seq_num
Tue May 12 17:38:42 2026,1778587722.511431,Bangalore,Clouds,32.48,32.43,37,1004,12.52,8000,38.22,-61.65,367.83,3.92,665
Tue May 12 17:39:42 2026,1778587782.8891957,Bangalore,Clouds,32.48,32.43,37,1004,12.52,8000,37.12,-63.89,271.84,3.89,669
Tue May 12 17:40:42 2026,1778587842.2410867,Bangalore,Clouds,32.48,32.43,37,1004,12.52,8000,36.12,-67.37,418.57,3.87,672
Tue May 12 17:41:44 2026,1778587904.1676142,Bangalore,Clouds,32.48,32.43,37,1004,12.52,8000,35.02,-59.33,241.09,3.85,676
Tue May 12 17:42:44 2026,1778587964.6343305,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,33.91,-55.52,66.08,3.98,680
Tue May 12 17:43:45 2026,1778588025.623899,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,32.81,-57.92,657.93,4.1,684
Tue May 12 17:44:45 2026,1778588085.2908995,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,31.81,-61.57,746.34,4.08,687
Tue May 12 17:45:45 2026,1778588145.2042756,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,30.81,-59.19,342.16,4.06,690
Tue May 12 17:46:46 2026,1778588206.2523353,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,29.70,-60.1,380.73,4.04,694
Tue May 12 17:47:46 2026,1778588266.7124577,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,28.60,-52.8,347.72,4.16,698
Tue May 12 17:48:46 2026,1778588326.7967076,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,27.50,-62.34,255.74,4.14,702
Tue May 12 17:49:47 2026,1778588387.375373,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,26.40,-57.09,89.06,4.11,706
Tue May 12 17:50:49 2026,1778588449.2841349,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,25.29,-60.74,551.34,4.09,710
Tue May 12 17:51:48 2026,1778588508.582106,Bangalore,Clouds,32.42,32.35,37,1004,12.07,8000,24.29,-63.9,683.93,4.07,713
Tue May 12 17:52:49 2026,1778588569.927122,Bangalore,Clouds,32.29,32.17,37,1004,12.07,8000,23.19,-61.41,168.79,4.05,717
Tue May 12 17:53:49 2026,1778588629.444347,Bangalore,Clouds,32.29,32.17,37,1004,12.07,8000,22.19,-54.73,779.83,4.03,720
Tue May 12 17:54:53 2026,1778588693.329642,Bangalore,Clouds,32.29,32.17,37,1004,12.07,8000,21.07,-56.84,353.33,4.01,724
Tue May 12 17:55:52 2026,1778588752.8727162,Bangalore,Clouds,32.29,32.17,37,1004,12.07,8000,20.07,-63.12,384.27,3.99,727
Tue May 12 17:56:53 2026,1778588813.3595643,Bangalore,Clouds,32.29,32.17,37,1004,12.07,8000,18.97,-60.46,574.5,3.97,731
Wed May 13 22:28:49 2026,1778691529.6394987,Bangalore,Clouds,28.41,28.63,47,1008,3.09,6000,100.00,-60.23,589.61,4.79,5137
Wed May 13 22:29:49 2026,1778691589.397568,Bangalore,Clouds,28.41,28.63,47,1008,3.09,6000,99.00,-59.11,735.45,4.79,5140
Wed May 13 22:30:49 2026,1778691649.562328,Bangalore,Clouds,28.41,28.63,47,1008,3.09,6000,97.90,-54.73,570.25,4.78,5144
Wed May 13 22:31:50 2026,1778691710.0272298,Bangalore,Clouds,28.41,28.63,47,1008,3.09,6000,96.80,-60.96,734.68,4.78,5148
Wed May 13 22:32:50 2026,1778691770.7254264,Bangalore,Clouds,28.41,28.63,47,1008,3.09,6000,95.69,-60.85,226.41,4.78,5152
Wed May 13 22:33:52 2026,1778691832.3285837,Bangalore,Clouds,28.41,28.63,47,1008,3.09,6000,94.59,-63.07,100.95,4.77,5156
Wed May 13 22:34:53 2026,1778691893.1562538,Bangalore,Clouds,28.41,28.63,47,1008,3.09,6000,93.48,-60.37,114.3,4.77,5160
Wed May 13 22:35:52 2026,1778691952.7306378,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,92.48,-60.18,727.24,4.78,5163
Wed May 13 22:36:53 2026,1778692013.838018,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,91.38,-55.37,293.6,4.78,5167
Wed May 13 22:37:56 2026,1778692076.164564,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,90.27,-58.73,249.57,4.78,5171
Wed May 13 22:38:56 2026,1778692136.9866228,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,89.16,-59.46,392.15,4.77,5175
Wed May 13 22:39:55 2026,1778692195.8080647,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,88.17,-62.06,373.98,4.77,5178
Wed May 13 22:40:55 2026,1778692255.7265818,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,87.17,-57.77,609.14,4.77,5181
Wed May 13 22:41:55 2026,1778692315.8034267,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,86.07,-56.6,436.04,4.76,5185
Wed May 13 22:42:58 2026,1778692378.198964,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,84.96,-51.32,61.04,4.78,5189
Wed May 13 22:43:56 2026,1778692436.1969552,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,83.97,-55.97,655.18,4.78,5192
Wed May 13 22:44:56 2026,1778692496.5264485,Bangalore,Clouds,28.5,28.83,48,1008,3.09,6000,82.87,-62.64,1434.62,4.79,5196
Wed May 13 22:45:59 2026,1778692559.9188695,Bangalore,Clouds,28.22,28.8,51,1009,1.34,10000,81.75,-63.95,946.17,4.79,5200
Wed May 13 22:46:59 2026,1778692619.0955005,Bangalore,Clouds,28.22,28.8,51,1009,1.34,10000,80.75,-61.95,564.3,4.79,5203
Wed May 13 22:48:01 2026,1778692681.7349372,Bangalore,Clouds,28.22,28.8,51,1009,1.34,10000,79.64,-68.4,76.72,4.78,5207
Wed May 13 22:49:00 2026,1778692740.2302454,Bangalore,Clouds,28.22,28.8,51,1009,1.34,10000,78.65,-63.0,562.35,4.78,5210
Wed May 13 22:51:03 2026,1778692863.3913374,Bangalore,Clouds,28.22,28.8,51,1009,1.34,10000,76.93,-56.76,191.79,4.81,5217
Wed May 13 22:52:05 2026,1778692925.0083883,Bangalore,Clouds,28.22,28.8,51,1009,1.34,10000,75.82,-58.83,746.05,4.81,5221
Wed May 13 22:53:04 2026,1778692984.7920563,Bangalore,Clouds,28.22,28.8,51,1009,1.34,10000,74.82,-65.0,1019.63,4.81,5224
Wed May 13 22:54:13 2026,1778693053.6530695,Bangalore,Clouds,28.22,28.8,51,1009,1.34,10000,73.68,-62.86,350.72,4.82,5228
Wed May 13 22:55:10 2026,1778693110.391943,Bangalore,Clouds,28.22,28.8,51,1009,1.34,10000,72.70,-58.84,650.13,4.82,5231
Wed May 13 22:56:08 2026,1778693168.1422813,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,71.71,-55.81,416.12,4.82,5234
Wed May 13 22:57:07 2026,1778693227.2302709,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,70.71,-60.71,122.14,4.81,5237
Wed May 13 22:58:09 2026,1778693289.1287787,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,69.60,-59.27,468.9,4.81,5241
Wed May 13 22:59:10 2026,1778693350.779452,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,68.49,-56.78,728.33,4.81,5245
Wed May 13 23:00:09 2026,1778693409.8023396,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,67.50,-57.63,1297.55,4.8,5248
Wed May 13 23:01:10 2026,1778693470.127076,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,66.40,-58.38,86.13,4.8,5252
Wed May 13 23:02:12 2026,1778693532.2449613,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,65.29,-59.35,185.84,4.8,5256
Wed May 13 23:03:11 2026,1778693591.7566366,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,64.29,-60.39,62.23,4.79,5259
Wed May 13 23:04:13 2026,1778693653.8030243,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,63.18,-61.04,200.24,4.79,5263
Wed May 13 23:05:12 2026,1778693712.1274483,Bangalore,Clouds,27.98,28.8,54,1009,3.09,6000,62.19,-60.32,427.96,4.79,5266
Wed May 13 23:06:14 2026,1778693774.7961762,Bangalore,Clouds,27.85,28.73,55,1008,3.09,6000,61.07,-60.09,638.77,4.78,5270
Wed May 13 23:07:14 2026,1778693834.544654,Bangalore,Clouds,27.85,28.73,55,1008,3.09,6000,60.08,-54.23,163.28,4.78,5273
Wed May 13 23:08:14 2026,1778693894.5030048,Bangalore,Clouds,27.85,28.73,55,1008,3.09,6000,59.08,-59.96,675.47,4.78,5276
Wed May 13 23:09:17 2026,1778693957.0661862,Bangalore,Clouds,27.85,28.73,55,1008,3.09,6000,57.96,-50.51,448.47,4.79,5280
Wed May 13 23:10:16 2026,1778694016.433908,Bangalore,Clouds,27.85,28.73,55,1008,3.09,6000,56.97,-58.7,420.53,4.79,5283
Wed May 13 23:12:17 2026,1778694137.983778,Bangalore,Clouds,27.85,28.73,55,1008,3.09,6000,55.26,-58.41,629.42,4.8,5290
Wed May 13 23:13:17 2026,1778694197.9553776,Bangalore,Clouds,27.85,28.73,55,1008,3.09,6000,54.26,-57.13,450.84,4.8,5293
Wed May 13 23:14:19 2026,1778694259.4494524,Bangalore,Clouds,27.85,28.73,55,1008,3.09,6000,53.15,-56.81,497.49,4.81,5297
Wed May 13 23:15:19 2026,1778694319.88982,Bangalore,Clouds,27.85,28.73,55,1008,3.09,6000,52.05,-62.92,653.46,4.81,5301
Wed May 13 23:16:21 2026,1778694381.776691,Bangalore,Clouds,27.85,28.83,56,1008,3.09,6000,50.94,-63.27,155.41,4.81,5305
Wed May 13 23:17:22 2026,1778694442.7932322,Bangalore,Clouds,27.85,28.83,56,1008,3.09,6000,49.83,-58.92,213.22,4.8,5309
Wed May 13 23:18:24 2026,1778694504.4916563,Bangalore,Clouds,27.85,28.83,56,1008,3.09,6000,48.73,-51.29,89.0,4.8,5313
Wed May 13 23:19:23 2026,1778694563.6177027,Bangalore,Clouds,27.85,28.83,56,1008,3.09,6000,47.73,-63.04,1426.55,4.8,5316
Wed May 13 23:20:24 2026,1778694624.964188,Bangalore,Clouds,27.85,28.83,56,1008,3.09,6000,46.62,-59.63,398.11,4.79,5320
Wed May 13 23:21:24 2026,1778694684.3565512,Bangalore,Clouds,27.77,28.72,56,1008,3.09,6000,45.63,-54.8,369.96,4.81,5323
Wed May 13 23:22:26 2026,1778694746.440289,Bangalore,Clouds,27.77,28.72,56,1008,3.09,6000,44.52,-56.89,720.09,4.81,5327
Wed May 13 23:23:25 2026,1778694805.8263628,Bangalore,Clouds,27.77,28.72,56,1008,3.09,6000,43.52,-63.55,151.88,4.8,5330
Wed May 13 23:24:26 2026,1778694866.809015,Bangalore,Clouds,27.77,28.72,56,1008,3.09,6000,42.41,-55.98,292.0,4.8,5334
Wed May 13 23:25:26 2026,1778694926.0582132,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,41.42,-59.13,440.02,4.8,5337
Wed May 13 23:27:26 2026,1778695046.833563,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,39.71,-58.66,559.26,4.79,5344
Wed May 13 23:28:29 2026,1778695109.5790153,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,38.60,-58.8,494.63,4.79,5348
Wed May 13 23:29:28 2026,1778695168.2888772,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,37.61,-56.63,254.22,4.79,5351
Wed May 13 23:30:29 2026,1778695229.6596832,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,36.50,-56.97,685.78,4.8,5355
Wed May 13 23:31:32 2026,1778695292.5742211,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,35.39,-61.61,455.18,4.8,5359
Wed May 13 23:33:29 2026,1778695409.8470654,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,33.80,-56.34,707.25,4.79,5365
Wed May 13 23:34:33 2026,1778695473.3337798,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,32.68,-61.77,112.91,4.79,5369
Wed May 13 23:35:32 2026,1778695532.8130753,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,31.68,-62.79,257.31,4.78,5372
Wed May 13 23:36:31 2026,1778695591.681406,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,30.69,-61.7,138.33,4.8,5375
Wed May 13 23:37:32 2026,1778695652.0931923,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,29.59,-56.42,660.09,4.8,5379
Wed May 13 23:38:33 2026,1778695713.8032174,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,28.48,-65.12,684.4,4.79,5383
Wed May 13 23:39:33 2026,1778695773.6316755,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,27.48,-58.98,1277.42,4.79,5386
Wed May 13 23:40:33 2026,1778695833.7999983,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,26.38,-56.54,437.3,4.79,5390
Wed May 13 23:41:33 2026,1778695893.9138584,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,25.28,-62.29,279.66,4.78,5394
Wed May 13 23:42:34 2026,1778695954.0717857,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,24.18,-58.47,315.73,4.78,5398
Wed May 13 23:43:34 2026,1778696014.9225924,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,23.07,-65.54,459.44,4.8,5402
Wed May 13 23:44:36 2026,1778696076.9648726,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,21.96,-61.86,559.04,4.79,5406
Wed May 13 23:45:37 2026,1778696137.745019,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,20.86,-57.59,809.98,4.79,5410
Wed May 13 23:46:35 2026,1778696195.4925628,Bangalore,Clouds,27.38,28.41,58,1008,3.09,6000,19.87,-56.68,751.44,4.79,5413
Wed May 13 23:47:35 2026,1778696255.016328,Bangalore,Clouds,27.48,28.12,53,1008,3.09,6000,18.87,-60.27,596.54,4.78,5416
Wed May 13 23:48:35 2026,1778696315.655119,Bangalore,Clouds,27.48,28.12,53,1008,3.09,6000,17.77,-60.71,1007.2,4.78,5420
Wed May 13 23:49:36 2026,1778696376.7313352,Bangalore,Clouds,27.48,28.12,53,1008,3.09,6000,16.66,-54.75,572.63,4.78,5424
Wed May 13 23:50:37 2026,1778696437.3590548,Bangalore,Clouds,27.48,28.12,53,1008,3.09,6000,15.56,-58.57,508.05,4.77,5428
Wed May 13 23:51:37 2026,1778696497.879079,Bangalore,Clouds,27.48,28.12,53,1008,3.09,6000,14.46,-61.29,768.74,4.77,5432
Wed May 13 23:52:38 2026,1778696558.9655364,Bangalore,Clouds,27.48,28.12,53,1008,3.09,6000,13.35,-61.68,564.38,4.77,5436
Wed May 13 23:54:39 2026,1778696679.4567766,Bangalore,Clouds,27.48,28.12,53,1008,3.09,6000,11.65,-58.68,224.15,4.76,5443
Thu May 14 12:44:47 2026,1778742887.3399572,Bangalore,Clouds,32.3,33.52,44,1007,12.96,8000,100.00,-61.43,696.31,4.28,2312
Thu May 14 12:45:48 2026,1778742948.0769525,Bangalore,Clouds,32.3,33.52,44,1007,12.96,8000,98.90,-59.29,291.63,4.28,2316
Thu May 14 12:46:49 2026,1778743009.2839892,Bangalore,Clouds,32.3,33.52,44,1007,12.96,8000,97.79,-57.36,221.33,4.27,2320
Thu May 14 12:47:49 2026,1778743069.8255632,Bangalore,Clouds,32.3,33.52,44,1007,12.96,8000,96.69,-59.47,496.01,4.26,2324
Thu May 14 12:48:48 2026,1778743128.9554062,Bangalore,Clouds,32.3,33.52,44,1007,12.96,8000,95.69,-63.2,219.36,4.26,2327
Thu May 14 12:49:50 2026,1778743190.0719552,Bangalore,Clouds,32.3,33.52,44,1007,12.96,8000,94.59,-56.96,866.84,4.25,2331
Thu May 14 12:50:50 2026,1778743250.6956573,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,93.48,-59.19,756.67,4.24,2335
Thu May 14 12:51:51 2026,1778743311.5597637,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,92.38,-61.35,660.43,4.23,2339
Thu May 14 12:52:52 2026,1778743372.3710687,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,91.27,-62.18,576.85,4.23,2343
Thu May 14 12:53:53 2026,1778743433.4872308,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,90.17,-64.65,144.9,4.22,2347
Thu May 14 12:54:54 2026,1778743494.3064537,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,89.07,-61.3,563.23,4.21,2351
Thu May 14 12:55:53 2026,1778743553.027093,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,88.07,-55.75,567.41,4.21,2354
Thu May 14 12:56:55 2026,1778743615.6706772,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,86.96,-63.06,503.32,4.2,2358
Thu May 14 12:57:55 2026,1778743675.1771364,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,85.96,-58.78,514.35,4.19,2361
Thu May 14 12:58:56 2026,1778743736.459576,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,84.85,-58.32,600.66,4.19,2365
Thu May 14 12:59:57 2026,1778743797.688121,Bangalore,Clouds,32.54,33.27,41,1007,12.96,8000,83.75,-62.84,558.93,4.18,2369
Thu May 14 13:01:57 2026,1778743917.2934687,Bangalore,Clouds,32.77,33.42,40,1004,12.96,8000,82.15,-55.12,415.91,4.21,2375
Thu May 14 13:04:59 2026,1778744099.8827343,Bangalore,Clouds,32.77,33.42,40,1004,12.96,8000,79.84,-59.95,337.22,4.28,2385
Thu May 14 13:06:00 2026,1778744160.292906,Bangalore,Clouds,32.77,33.42,40,1004,12.96,8000,78.74,-57.94,277.37,4.27,2389
Thu May 14 13:07:01 2026,1778744221.192459,Bangalore,Clouds,32.77,33.42,40,1004,12.96,8000,77.63,-63.13,477.84,4.26,2393
Thu May 14 13:09:01 2026,1778744341.4415064,Bangalore,Clouds,32.77,33.42,40,1004,12.96,8000,75.93,-60.89,178.3,4.25,2400
Thu May 14 13:10:03 2026,1778744403.1332738,Bangalore,Clouds,32.77,33.42,40,1004,12.96,8000,74.82,-52.18,77.28,4.24,2404
Thu May 14 13:11:18 2026,1778744478.5358937,Bangalore,Clouds,32.97,33.53,39,1004,12.96,8000,73.64,-65.18,255.44,4.24,2408
Thu May 14 13:12:05 2026,1778744525.0655982,Bangalore,Clouds,32.97,33.53,39,1004,12.96,8000,72.71,-56.16,170.62,4.23,2411
Thu May 14 13:13:04 2026,1778744584.846733,Bangalore,Clouds,32.97,33.53,39,1004,12.96,8000,71.71,-61.42,635.0,4.23,2414
Thu May 14 13:14:05 2026,1778744645.3381257,Bangalore,Clouds,32.97,33.53,39,1004,12.96,8000,70.61,-60.42,430.69,4.22,2418
Thu May 14 13:15:06 2026,1778744706.2308774,Bangalore,Clouds,32.97,33.53,39,1004,12.96,8000,69.51,-56.65,766.12,4.21,2422
Thu May 14 13:19:08 2026,1778744948.1866152,Bangalore,Clouds,32.97,33.53,39,1004,12.96,8000,66.60,-55.07,654.78,4.19,2435
Thu May 14 13:20:08 2026,1778745008.613539,Bangalore,Clouds,32.97,33.53,39,1004,12.96,8000,65.49,-57.41,305.93,4.18,2439
Thu May 14 13:21:09 2026,1778745069.7014797,Bangalore,Clouds,32.97,33.53,39,1004,12.96,8000,64.39,-58.31,481.85,4.18,2443
Thu May 14 13:22:10 2026,1778745130.290688,Bangalore,Clouds,33.1,33.73,39,1004,12.52,8000,63.29,-58.81,725.55,4.17,2447
Thu May 14 13:23:10 2026,1778745190.2049272,Bangalore,Clouds,33.1,33.73,39,1004,12.52,8000,62.29,-57.64,619.43,4.16,2450
Thu May 14 13:24:10 2026,1778745250.570562,Bangalore,Clouds,33.1,33.73,39,1004,12.52,8000,61.18,-52.29,408.8,4.2,2454
Thu May 14 13:25:11 2026,1778745311.1508043,Bangalore,Clouds,33.1,33.73,39,1004,12.52,8000,60.08,-59.93,143.11,4.19,2458
Thu May 14 13:26:13 2026,1778745373.542012,Bangalore,Clouds,33.1,33.73,39,1004,12.52,8000,58.97,-58.88,652.49,4.19,2462
Thu May 14 13:27:11 2026,1778745431.9040265,Bangalore,Clouds,33.1,33.73,39,1004,12.52,8000,57.98,-60.62,51.13,4.18,2465
Thu May 14 13:28:12 2026,1778745492.8108015,Bangalore,Clouds,33.1,33.73,39,1004,12.52,8000,56.87,-57.63,280.22,4.17,2469
Thu May 14 13:29:13 2026,1778745553.004856,Bangalore,Clouds,33.1,33.73,39,1004,12.52,8000,55.77,-61.2,691.03,4.21,2473
Thu May 14 13:30:12 2026,1778745612.7552786,Bangalore,Clouds,33.1,33.73,39,1004,12.52,8000,54.77,-54.92,1019.02,4.2,2476
Thu May 14 13:36:16 2026,1778745976.856698,Bangalore,Clouds,33.19,33.87,39,1004,12.52,8000,50.65,-58.56,352.33,4.21,2495
Thu May 14 13:37:17 2026,1778746037.0473826,Bangalore,Clouds,33.19,33.87,39,1004,12.52,8000,49.55,-53.27,186.85,4.24,2499
Thu May 14 13:38:18 2026,1778746098.216793,Bangalore,Clouds,33.19,33.87,39,1004,12.52,8000,48.45,-56.59,190.43,4.24,2503
Thu May 14 13:39:18 2026,1778746158.8332748,Bangalore,Clouds,33.19,33.87,39,1004,12.52,8000,47.34,-61.83,473.35,4.23,2507
Thu May 14 13:40:19 2026,1778746219.4455748,Bangalore,Clouds,33.19,33.87,39,1004,12.52,8000,46.24,-60.65,130.74,4.26,2511
Thu May 14 13:41:20 2026,1778746280.3828404,Bangalore,Clouds,33.19,33.87,39,1004,12.52,8000,45.13,-56.75,581.28,4.3,2515
Thu May 14 13:42:20 2026,1778746340.393371,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,44.03,-54.74,100.53,4.29,2519
Thu May 14 13:43:21 2026,1778746401.5192633,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,42.93,-57.55,498.85,4.28,2523
Thu May 14 13:44:22 2026,1778746462.175555,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,41.83,-58.6,532.53,4.28,2527
Thu May 14 13:45:23 2026,1778746523.3513954,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,40.72,-58.79,69.19,4.31,2531
Thu May 14 13:46:23 2026,1778746583.7615287,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,39.62,-59.14,157.61,4.3,2535
Thu May 14 13:47:24 2026,1778746644.3670814,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,38.51,-54.81,676.98,4.29,2539
Thu May 14 13:48:23 2026,1778746703.7273996,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,37.52,-59.98,224.78,4.29,2542
Thu May 14 13:49:23 2026,1778746763.6431334,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,36.52,-53.66,367.42,4.28,2545
Thu May 14 13:50:24 2026,1778746824.929674,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,35.41,-57.7,68.81,4.28,2549
Thu May 14 13:51:26 2026,1778746886.26232,Bangalore,Clouds,33.19,33.45,37,1005,12.52,8000,34.31,-65.75,553.15,4.27,2553
Thu May 14 13:52:26 2026,1778746946.8523252,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,33.20,-65.36,147.17,4.3,2557
Thu May 14 13:53:27 2026,1778747007.745866,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,32.10,-63.95,747.3,4.3,2561
Thu May 14 13:54:27 2026,1778747067.502342,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,31.10,-57.55,598.04,4.29,2564
Thu May 14 13:55:28 2026,1778747128.8720822,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,29.99,-58.65,446.51,4.29,2568
Thu May 14 13:56:30 2026,1778747190.3050332,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,28.89,-61.66,358.39,4.28,2572
Thu May 14 13:57:34 2026,1778747254.1446218,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,27.77,-54.41,143.01,4.27,2576
Thu May 14 13:58:30 2026,1778747310.7394583,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,26.78,-62.65,615.28,4.27,2579
Thu May 14 13:59:30 2026,1778747370.357846,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,25.78,-62.13,326.92,4.26,2582
Thu May 14 14:00:30 2026,1778747430.432083,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,24.68,-60.16,570.86,4.26,2586
Thu May 14 14:01:31 2026,1778747491.084164,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,23.58,-58.58,741.32,4.25,2590
Thu May 14 14:02:31 2026,1778747551.735602,Bangalore,Clouds,33.51,33.94,37,1003,12.07,8000,22.48,-59.37,490.26,4.24,2594
Thu May 14 14:03:32 2026,1778747612.742972,Bangalore,Clouds,33.51,33.94,37,1003,12.07,8000,21.37,-57.53,434.16,4.24,2598
Thu May 14 14:04:38 2026,1778747678.994723,Bangalore,Clouds,33.51,33.94,37,1003,12.07,8000,20.24,-58.69,514.44,4.23,2602
Thu May 14 14:05:34 2026,1778747734.261135,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,19.27,-54.04,1349.47,4.22,2605
Thu May 14 14:06:35 2026,1778747795.7216897,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,18.16,-60.04,496.82,4.22,2609
Thu May 14 14:07:37 2026,1778747857.6518133,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,17.05,-59.56,633.44,4.21,2613
Thu May 14 14:08:35 2026,1778747915.277582,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,16.06,-63.75,469.71,4.21,2616
Thu May 14 14:09:36 2026,1778747976.6052313,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,14.95,-61.61,160.33,4.24,2620
Thu May 14 14:10:35 2026,1778748035.97348,Bangalore,Clouds,33.54,33.77,36,1004,12.07,8000,13.96,-57.8,744.7,4.23,2623
Thu May 14 14:11:37 2026,1778748097.6630468,Bangalore,Clouds,33.51,33.73,36,1003,11.62,8000,12.85,-59.54,62.45,4.23,2627
Thu May 14 14:12:38 2026,1778748158.2160182,Bangalore,Clouds,33.51,33.73,36,1003,11.62,8000,11.75,-56.54,197.94,4.26,2631
Thu May 14 14:13:38 2026,1778748218.907174,Bangalore,Clouds,33.51,33.73,36,1003,11.62,8000,10.64,-65.66,170.61,4.25,2635
Thu May 14 14:14:39 2026,1778748279.236495,Bangalore,Clouds,33.51,33.73,36,1003,11.62,8000,9.54,-58.33,203.66,4.25,2639
Thu May 14 14:15:39 2026,1778748339.4542663,Bangalore,Clouds,33.51,33.73,36,1003,11.62,8000,8.44,-63.68,566.55,4.24,2643
Thu May 14 14:16:40 2026,1778748400.6185043,Bangalore,Clouds,33.51,33.73,36,1003,11.62,8000,7.33,-60.75,588.43,4.23,2647
Thu May 14 14:17:50 2026,1778748470.5731423,Bangalore,Clouds,33.51,33.73,36,1003,11.62,8000,6.18,-63.25,550.25,4.23,2651
Thu May 14 14:18:41 2026,1778748521.9630744,Bangalore,Clouds,33.51,33.73,36,1003,11.62,8000,5.23,-61.55,601.42,4.26,2654
Thu May 14 15:15:17 2026,1778751917.4293833,Bangalore,Clouds,33.5,33.51,35,1002,11.62,8000,100.00,-61.71,1042.41,4.71,171
Thu May 14 15:17:24 2026,1778752044.2798283,Bangalore,Clouds,33.5,33.51,35,1002,11.62,8000,98.27,-59.2,747.22,4.52,178
